ИдентификаторЛота;Идентификатор;Организатор;Тендер;СуммаЛота;ОписаниеТендера;Лот;Адрес поставки;АдресОрганизатора;Главный орган;IDOrganizator;Заклад-замовник;Назва закладу
UA-2018-08-29-001363-a-L1;UA-2018-08-29-001363-a;Управління освіти Бахмутської міської ради;"Вогнезахист деревини покрівлі Бахмутського навчально-виховного комплексу ""Загальноосвітня школа І-ІІІ ступенів № 11 - багатопрофільний ліцей"" Бахмутської міської ради Донецької області,розташованої за адресую: вул.Миру,22, м.Бахмут,Донецької області";229008;;"Вогнезахист деревини покрівлі Бахмутського навчально-виховного комплексу ""Загальноосвітня школа І-ІІІ ступенів № 11 - багатопрофільний ліцей"" Бахмутської міської ради Донецької області,розташованої за адресую: вул.Миру,22, м.Бахмут,Донецької області";вул.Миру,22;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;Навчально-виховний комплекс (об'єднання) № 11
UA-2018-08-23-002004-a-L1;UA-2018-08-23-002004-a;Управління освіти Бахмутської міської ради;""" Капітальний ремонт вентиляційної системи харчоблоку Бахмутського навчально-виховного комплексу ""Загальноосвітня школа І-ІІІ ступенів №11 - багатопрофільний ліцей "" Бахмутської міської ради Донецької області,розташованої за адресою:м.Бахмут,вул Миру,22""";26835;;""" Капітальний ремонт вентиляційної системи харчоблоку Бахмутського навчально-виховного комплексу ""Загальноосвітня школа І-ІІІ ступенів №11 - багатопрофільний ліцей "" Бахмутської міської ради Донецької області,розташованої за адресою:м.Бахмут,вул Миру,22""";вул.Миру,22;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;Навчально-виховний комплекс (об'єднання) №11
UA-2018-09-18-000372-c-L1;UA-2018-09-18-000372-c;Управління освіти Бахмутської міської ради;"""Будівництво. Система пожежної синалізації,оповіщення про пожежу та передачі тривожних сповіщень в приміщеннях Бахмутської загальноосвітньої  школи І-ІІІ ступенів № 12 Бахмутської міської ради Донецької області розташованої за адресою вул.Леваневського,111,м.Бахмут,Донецької області”";479382;;"""Будівництво. Система пожежної синалізації,оповіщення про пожежу та передачі тривожних сповіщень в приміщеннях Бахмутської загальноосвітньої  школи І-ІІІ ступенів № 12 Бахмутської міської ради Донецької області розташованої за адресою вул.Леваневського,111,м.Бахмут,Донецької області”";вул.Леваневського,111;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;Загальноосвітня школа № 12
UA-2018-09-18-000314-c-L1;UA-2018-09-18-000314-c;Управління освіти Бахмутської міської ради;"""Будівництво. Система пожежної сигналізації,оповіщення про пожежу та передачі тривожних сповіщень в приміщеннях Бахмутського навчально-виховного комплексу ""Загальноосвітня школа І-ІІІ ступенів № 11-багатопрофільний профільний ліцей"" Бахмутської міської ради  Донецької області розташованої за адресую:вул.Миру,22,м.Бахмут, Донецької області";869714.4;;"""Будівництво. Система пожежної сигналізації,оповіщення про пожежу та передачі тривожних сповіщень в приміщеннях Бахмутського навчально-виховного комплексу ""Загальноосвітня школа І-ІІІ ступенів № 11-багатопрофільний профільний ліцей"" Бахмутської міської ради  Донецької області розташованої за адресую:вул.Миру,22,м.Бахмут, Донецької області";вул.Миру,22;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;Навчально-виховний комплекс (об'єднання) № 11
UA-2018-09-06-001757-a-L1;UA-2018-09-06-001757-a;Управління освіти Бахмутської міської ради;"""Реконструкція будівлі Бахмутської загальноосвітньої школи I-III ступенів № 18 ім.Дмитра Чернявського Бахмутської міської ради Донецької області, розташованої за адресою:м.Бахмут,вул.Ювілейна,34""";35640;;"""Реконструкція будівлі Бахмутської загальноосвітньої школи I-III ступенів № 18 ім.Дмитра Чернявського Бахмутської міської ради Донецької області, розташованої за адресою:м.Бахмут,вул.Ювілейна,34""";вул.Ювілейна,34;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;Загальноосвітня школа № 18
UA-2018-09-10-000399-c-L1;UA-2018-09-10-000399-c;Управління освіти Бахмутської міської ради;"""Поточний ремонт мережі електроосвітлення загальноосвітньої І-ІІІ ступенів № 12 Бахмутської міської ради Донецької області,розташованої за адресую:м.Бахмут,Леваневського,111""";58859;;"""Поточний ремонт мережі електроосвітлення загальноосвітньої І-ІІІ ступенів № 12 Бахмутської міської ради Донецької області,розташованої за адресую:м.Бахмут,Леваневського,111""";вул.Леваневського,111;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;Загальноосвітня школа № 12
UA-2018-08-29-001289-a-L1;UA-2018-08-29-001289-a;Управління освіти Бахмутської міської ради;Будівництво системи блискавкозахисту Бахмутської загальноосвітньої школи І-ІІІ ступенів № 12  Бахмутської міської ради Донецької області,розташованої за адресую: м.Бахмут, вул.Леваневського,111;191030.4;;Будівництво системи блискавкозахисту Бахмутської загальноосвітньої школи І-ІІІ ступенів № 12  Бахмутської міської ради Донецької області,розташованої за адресую: м.Бахмут, вул.Леваневського,111;вул.Леваневського,111;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;Загальноосвітня школа № 12
UA-2018-09-12-001746-c-L1;UA-2018-09-12-001746-c;Управління освіти Бахмутської міської ради;Будівництво системи блискавкозахисту Бахмутської загальноосвітньої школи І-ІІІ ступенів № 12  Бахмутської міської ради Донецької області,розташованої за адресую: м.Бахмут, вул.Леваневського,111;191030.4;;Будівництво системи блискавкозахисту Бахмутської загальноосвітньої школи І-ІІІ ступенів № 12  Бахмутської міської ради Донецької області,розташованої за адресую: м.Бахмут, вул.Леваневського,111;вул.Леваневського,111;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;Загальноосвітня школа № 12
UA-2018-09-12-001856-c-L1;UA-2018-09-12-001856-c;Управління освіти Бахмутської міської ради;"Будівництво системи блискавкозахисту Бахмутського навчально-виховного комплексу ""Загальноосвітня школа І-ІІІ ступенів № 11 - багатопрофільний ліцей"" Бахмутської міської ради Донецької області,розташованої за адресую: м.Бахмут, вул.Миру,22";282093.6;;"Будівництво системи блискавкозахисту Бахмутського навчально-виховного комплексу ""Загальноосвітня школа І-ІІІ ступенів № 11 - багатопрофільний ліцей"" Бахмутської міської ради Донецької області,розташованої за адресую: м.Бахмут, вул.Миру,22";вул.Миру,22;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;Навчально-виховний комплекс (об'єднання) № 11
UA-2018-08-29-001212-a-L1;UA-2018-08-29-001212-a;Управління освіти Бахмутської міської ради;"Будівництво системи блискавкозахисту Бахмутського навчально-виховного комплексу ""Загальноосвітня школа І-ІІІ ступенів № 11 - багатопрофільний ліцей"" Бахмутської міської ради Донецької області,розташованої за адресую: м.Бахмут, вул.Миру,22";282093.6;;"Будівництво системи блискавкозахисту Бахмутського навчально-виховного комплексу ""Загальноосвітня школа І-ІІІ ступенів № 11 - багатопрофільний ліцей"" Бахмутської міської ради Донецької області,розташованої за адресую: м.Бахмут, вул.Миру,22";вул.Миру,22;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;Навчально-виховний комплекс (об'єднання) № 11
UA-2018-09-11-002767-c-L1;UA-2018-09-11-002767-c;Управління освіти і науки Ірпінської міської ради;Поточний ремонт приміщень загальноосвітньої школи №3 по вул. Северинівська, 129-а в м. Ірпінь Київської обл.;199300;Поточний ремонт приміщень загальноосвітньої школи №3 по вул. Северинівська, 129-а в м. Ірпінь Київської обл.;Поточний ремонт приміщень загальноосвітньої школи №3 по вул. Северинівська, 129-а в м. Ірпінь Київської обл.;Северинівська, 129-а;Шевченка, 3-а;Виконавчий комітет ірпінської міської ради;2143815;False;Загальноосвітня школа №3
UA-2018-07-24-000985-b-L1;UA-2018-07-24-000985-b;Управління освіти Бахмутської міської ради;""" Поточний ремонт приміщень ІРЦ, створеного на базі Бахмутської загальноосвітньої школи І-ІІ  ступенів № 2, розташованої за адресою:вул.Корсунського,65 у м.Бахмут Донецької області """;199997;;""" Поточний ремонт приміщень ІРЦ, створеного на базі Бахмутської загальноосвітньої школи І-ІІ  ступенів № 2, розташованої за адресою:вул.Корсунського,65 у м.Бахмут Донецької області """;вул.Корсунського ,65;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;Загальноосвітня школа № 2
UA-2018-07-16-000719-c-L1;UA-2018-07-16-000719-c;Управління освіти і науки Ірпінської міської ради;Капітальний ремонт паркану СЗШ І-ІІІ ст. №1 по вул. Тургнеівська, 17 в м. Ірпінь Київської обл.;299900;Капітальний ремонт паркану СЗШ І-ІІІ ст. №1 по вул. Тургнеівська, 17 в м. Ірпінь Київської обл.;Капітальний ремонт паркану СЗШ І-ІІІ ст. №1 по вул. Тургнеівська, 17 в м. Ірпінь Київської обл.;Тургнеівська, 17;Шевченка, 3-а;Виконавчий комітет ірпінської міської ради;2143815;False;Загальноосвітня школа №1
UA-2018-07-19-001532-b-L1;UA-2018-07-19-001532-b;Управління освіти Бахмутської міської ради;""" Реконструкція дошкільного навчального закладу компенсуючого типу, дитячого садку №25 ""Дзвіночок"",розташованого за адресою:Донецька область,м.Бахмут,вул.Садова,буд.138-а """;349711;;""" Реконструкція дошкільного навчального закладу компенсуючого типу, дитячого садку №25 ""Дзвіночок"",розташованого за адресою:Донецька область,м.Бахмут,вул.Садова,буд.138-а """;вул.Садова,138-а;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;ДНЗ №25
UA-2018-07-19-000113-c-L1;UA-2018-07-19-000113-c;Управління освіти і науки Ірпінської міської ради;Будівництво майданчика для вивчень правил безпеки дорожнього руху на території Ірпінської СЗШ І-ІІІ ст. №12 з вивчення іноземних мов (школа лінгвістики) ім. З.Алієвої, 64 в м. Ірпінь Київської обл;900100;Будівництво майданчика для вивчень правил безпеки дорожнього руху на території Ірпінської СЗШ І-ІІІ ст. №12 з вивчення іноземних мов (школа лінгвістики) ім. З.Алієвої, 64 в м. Ірпінь Київської обл;Будівництво майданчика для вивчень правил безпеки дорожнього руху на території Ірпінської СЗШ І-ІІІ ст. №12 з вивчення іноземних мов (школа лінгвістики) ім. З.Алієвої, 64 в м. Ірпінь Київської обл;З.Алієвої, 64;Шевченка, 3-а;Виконавчий комітет ірпінської міської ради;2143815;False;Загальноосвітня школа №12
UA-2018-07-19-000074-c-L1;UA-2018-07-19-000074-c;Управління освіти і науки Ірпінської міської ради;Поточний ремонт ігрового майданчика в ДНЗ №1 «Лісова пісня» по вул. Ярославська, 7 м. Ірпінь Київської обл.;123000;Поточний ремонт ігрового майданчика в ДНЗ №1 «Лісова пісня» по вул. Ярославська, 7 м. Ірпінь Київської обл.;Поточний ремонт ігрового майданчика в ДНЗ №1 «Лісова пісня» по вул. Ярославська, 7 м. Ірпінь Київської обл.;Ярославська, 7;Шевченка, 3-а;Виконавчий комітет ірпінської міської ради;2143815;False;ДНЗ №1
UA-2018-07-20-000058-c-L1;UA-2018-07-20-000058-c;Управління освіти і науки Ірпінської міської ради;капітальний ремонт класів загальноосвітньої школи №17 по вул. Тищенка, 10 в м.Ірпінь, Київська обл.;298000;капітальний ремонт класів загальноосвітньої школи №17 по вул. Тищенка, 10 в м.Ірпінь, Київська обл.;капітальний ремонт класів загальноосвітньої школи №17 по вул. Тищенка, 10 в м.Ірпінь, Київська обл.;Тищенка, 10;Шевченка, 3-а;Виконавчий комітет ірпінської міської ради;2143815;False;Загальноосвітня школа №17
UA-2018-07-20-000070-c-L1;UA-2018-07-20-000070-c;Управління освіти і науки Ірпінської міської ради;Будівництво системи пожежної сигналізації. Системи оповіщення про пожежу та управління евакуюванням людей в загальноосвітній школі №17 по вул. Тищенка, 10 в м. Ірпінь Київської обл.;270000;Будівництво системи пожежної сигналізації. Системи оповіщення про пожежу та управління евакуюванням людей в загальноосвітній школі №17 по вул. Тищенка, 10 в м. Ірпінь Київської обл.;Будівництво системи пожежної сигналізації. Системи оповіщення про пожежу та управління евакуюванням людей в загальноосвітній школі №17 по вул. Тищенка, 10 в м. Ірпінь Київської обл.;ищенка, 10;Шевченка, 3-а;Виконавчий комітет ірпінської міської ради;2143815;False;Загальноосвітня школа №17
UA-2018-07-18-000583-b-L1;UA-2018-07-18-000583-b;Управління освіти Бахмутської міської ради;"""Капітальний ремонт огорожі та ремонт ганків входів дошкільного навчального  компенсуючого типу,ясла-садка №58 ""Ясочка"" розташованого за адресою:Донецька оласть,м.Бахмут,вул.Горбатова,91""";16642.8;;"""Капітальний ремонт огорожі та ремонт ганків входів дошкільного навчального  компенсуючого типу,ясла-садка №58 ""Ясочка"" розташованого за адресою:Донецька оласть,м.Бахмут,вул.Горбатова,91""";вул.Горбатова,91;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;ДНЗ №58
UA-2018-08-09-000871-c-L1;UA-2018-08-09-000871-c;Управління освіти і науки Ірпінської міської ради;капітальний ремонт інженерних мереж загальноосвітньої школи №17 по вул. Тищенка, 10 в м.Ірпінь, Київська обл;1499920;капітальний ремонт інженерних мереж загальноосвітньої школи №17 по вул. Тищенка, 10 в м.Ірпінь, Київська обл;капітальний ремонт інженерних мереж загальноосвітньої школи №17 по вул. Тищенка, 10 в м.Ірпінь, Київська обл;Тищенка, 10;Шевченка, 3-а;Виконавчий комітет ірпінської міської ради;2143815;False;Загальноосвітня школа №17
UA-2018-08-09-000270-b-L1;UA-2018-08-09-000270-b;Управління освіти і науки Ірпінської міської ради;Благоустрій (реконструкція) прибудинкової території в  СЗШ№17 по вул. Тищенка, 10 м. Ірпінь. Київська обл.;920722;Благоустрій (реконструкція) прибудинкової території в  СЗШ№17 по вул. Тищенка, 10 м. Ірпінь. Київська обл.;Благоустрій (реконструкція) прибудинкової території в  СЗШ№17 по вул. Тищенка, 10 м. Ірпінь. Київська обл.;Тищенка, 10;Шевченка, 3-а;Виконавчий комітет ірпінської міської ради;2143815;False;Загальноосвітня школа №17
UA-2018-08-10-000741-c-L1;UA-2018-08-10-000741-c;Управління освіти і науки Ірпінської міської ради;капітальний ремонт паркану ДНЗ№4 «Казка» по вул. Героїв,1,  м. Ірпінь, Київська обл.;250000;капітальний ремонт паркану ДНЗ№4 «Казка» по вул. Героїв,1,  м. Ірпінь, Київська обл.;капітальний ремонт паркану ДНЗ№4 «Казка» по вул. Героїв,1,  м. Ірпінь, Київська обл.;Героїв,1;Шевченка, 3-а;Виконавчий комітет ірпінської міської ради;2143815;False;ДНЗ №4
UA-2018-08-10-000160-c-L1;UA-2018-08-10-000160-c;Управління освіти і науки Ірпінської міської ради;Поточний ремонт санвузлів ДНЗ№6 «Радість» по вул. Миру, 1-а, м. Ірпінь, Київської обл.;60000;Поточний ремонт санвузлів ДНЗ№6 «Радість» по вул. Миру, 1-а, м. Ірпінь, Київської обл.;Поточний ремонт санвузлів ДНЗ№6 «Радість» по вул. Миру, 1-а, м. Ірпінь, Київської обл.;Миру, 1-а,;Шевченка, 3-а;Виконавчий комітет ірпінської міської ради;2143815;False;ДНЗ №6
UA-2018-08-10-000192-c-L1;UA-2018-08-10-000192-c;Управління освіти і науки Ірпінської міської ради;Поточний ремонт санвузлів ДНЗ№6 «Радість» по вул. Миру, 1-а, м. Ірпінь, Київської обл.;30000;Поточний ремонт санвузлів ДНЗ№6 «Радість» по вул. Миру, 1-а, м. Ірпінь, Київської обл.;Поточний ремонт санвузлів ДНЗ№6 «Радість» по вул. Миру, 1-а, м. Ірпінь, Київської обл.;Миру, 1-а;Шевченка, 3-а;Виконавчий комітет ірпінської міської ради;2143815;False;ДНЗ №6
UA-2018-08-15-001877-b-L1;UA-2018-08-15-001877-b;Управління освіти Бахмутської міської ради;"Монтаж системи пожежної синалізації,оповіщення про пожежу та передачі тривожних сповіщень в приміщеннях Бахмутського навчального-виховного комплексу ""Загальнаосвітня школа І-ІІІ ступенів № 11-багатопрофільний профільний ліцей"" Бахмутської міської ради  Донецької області розташованої за адресою:вул.Миру,22,м.Бахмут, Донецької області";869714.4;;"Монтаж системи пожежної синалізації,оповіщення про пожежу та передачі тривожних сповіщень в приміщеннях Бахмутського навчального-виховного комплексу ""Загальнаосвітня школа І-ІІІ ступенів № 11-багатопрофільний профільний ліцей"" Бахмутської міської ради  Донецької області розташованої за адресою:вул.Миру,22,м.Бахмут, Донецької області";вул.Миру,22;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;Навчально-виховний комплекс (об'єднання) № 11
UA-2018-08-15-001818-b-L1;UA-2018-08-15-001818-b;Управління освіти Бахмутської міської ради;Монтаж системи пожежної синалізації,оповіщення про пожежу та передачі тривожних сповіщень в приміщеннях Бахмутської загальноосвітньої школи  І-ІІІ ступенів № 12 Бахмутської міської ради  Донецької області розташованої за адресою:вул.Леваневського,111,м.Бахмут, Донецької області;479382;;Монтаж системи пожежної синалізації,оповіщення про пожежу та передачі тривожних сповіщень в приміщеннях Бахмутської загальноосвітньої школи  І-ІІІ ступенів № 12 Бахмутської міської ради  Донецької області розташованої за адресою:вул.Леваневського,111,м.Бахмут, Донецької області;вул.Леваневського,111;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;Загальноосвітня школа № 12
UA-2018-08-02-000157-a-L1;UA-2018-08-02-000157-a;Управління освіти і науки Ірпінської міської ради;Матеріали для побудови системи пожежної сигналізації. Системи оповіщення про пожежу та управління евакуюванням людей в загальноосвітній школі №17 по вул. Тищенка, 10 в м. Ірпінь Київської обл;139500;Матеріали для побудови системи пожежної сигналізації. Системи оповіщення про пожежу та управління евакуюванням людей в загальноосвітній школі №17 по вул. Тищенка, 10 в м. Ірпінь Київської обл;Матеріали для побудови системи пожежної сигналізації. Системи оповіщення про пожежу та управління евакуюванням людей в загальноосвітній школі №17 по вул. Тищенка, 10 в м. Ірпінь Київської обл;Тищенка, 10;Шевченка, 3-а;Виконавчий комітет ірпінської міської ради;2143815;False;Загальноосвітня школа №17
UA-2018-08-01-000176-a-L1;UA-2018-08-01-000176-a;Управління освіти і науки Ірпінської міської ради;капітальний ремонт мереж електропостачання загальноосвітньої школи №17 по вул. Тищенка, 10 в м.Ірпінь, Київська обл.;299900;капітальний ремонт мереж електропостачання загальноосвітньої школи №17 по вул. Тищенка, 10 в м.Ірпінь, Київська обл.;капітальний ремонт мереж електропостачання загальноосвітньої школи №17 по вул. Тищенка, 10 в м.Ірпінь, Київська обл.;Тищенка, 10;Шевченка, 3-а;Виконавчий комітет ірпінської міської ради;2143815;False;Загальноосвітня школа №17
UA-2018-08-02-000175-a-L1;UA-2018-08-02-000175-a;Управління освіти і науки Ірпінської міської ради;Встановлення системи пожежної сигналізації. Системи оповіщення про пожежу та управління евакуюванням людей в загальноосвітній школі №17 по вул. Тищенка, 10 в м. Ірпінь Київської обл.;111000;Встановлення системи пожежної сигналізації. Системи оповіщення про пожежу та управління евакуюванням людей в загальноосвітній школі №17 по вул. Тищенка, 10 в м. Ірпінь Київської обл.;Встановлення системи пожежної сигналізації. Системи оповіщення про пожежу та управління евакуюванням людей в загальноосвітній школі №17 по вул. Тищенка, 10 в м. Ірпінь Київської обл.;Тищенка, 10;Шевченка, 3-а;Виконавчий комітет ірпінської міської ради;2143815;False;Загальноосвітня школа №17
UA-2018-08-07-000641-b-L1;UA-2018-08-07-000641-b;Управління освіти і науки Ірпінської міської ради;капітальний ремонт приміщення їдальні СЗШ№17 по вул. Тищенка, 10 м.Ірпінь. Київська обл.;1316900;капітальний ремонт приміщення їдальні СЗШ№17 по вул. Тищенка, 10 м.Ірпінь. Київська обл.;капітальний ремонт приміщення їдальні СЗШ№17 по вул. Тищенка, 10 м.Ірпінь. Київська обл.;Тищенка, 10;Шевченка, 3-а;Виконавчий комітет ірпінської міської ради;2143815;False;Загальноосвітня школа №17
UA-2018-11-08-001182-c-L1;UA-2018-11-08-001182-c;Управління освіти Бахмутської міської ради;"ДК 021:2015 45450000-6 іншізавершальні будівельні роботи ( Капітальний ремонт вентиляційної системи харчоблоку Бахмутського навчально-виховного комплексу ""Загальноосвітня школа I-III ступенів № 11-багатопрофільний ліцей"" Бахмутської міської ради Донецької області, розташованого за адресою: м. Бахмут, вул. Миру,22";386677.2;;"ДК 021:2015 45450000-6 іншізавершальні будівельні роботи ( Капітальний ремонт вентиляційної системи харчоблоку Бахмутського навчально-виховного комплексу ""Загальноосвітня школа I-III ступенів № 11-багатопрофільний ліцей"" Бахмутської міської ради Донецької області, розташованого за адресою: м. Бахмут, вул. Миру,22";вул. Миру, 22;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;Навчально-виховний комплекс (об'єднання) № 11
UA-2018-09-25-000725-b-L1;UA-2018-09-25-000725-b;Управління освіти і науки Ірпінської міської ради;капітальний ремонт місць громадського користування загальноосвітньої школи №17 по вул. Тищенка, 10 в м.Ірпінь, Київська обл.;1550000;капітальний ремонт місць громадського користування загальноосвітньої школи №17 по вул. Тищенка, 10 в м.Ірпінь, Київська обл.;капітальний ремонт місць громадського користування загальноосвітньої школи №17 по вул. Тищенка, 10 в м.Ірпінь, Київська обл.;Тищенка, 10;Шевченка, 3-а;Виконавчий комітет ірпінської міської ради;2143815;False;Загальноосвітня школа №17
UA-2018-09-28-000316-a-L1;UA-2018-09-28-000316-a;Управління освіти і науки Ірпінської міської ради;капітальний ремонт загальноосвітньої школи №17 по вул. Тищенка, 10 в м.Ірпінь, Київська обл.;1379966;капітальний ремонт загальноосвітньої школи №17 по вул. Тищенка, 10 в м.Ірпінь, Київська обл.;капітальний ремонт загальноосвітньої школи №17 по вул. Тищенка, 10 в м.Ірпінь, Київська обл.;Тищенка, 10;Шевченка, 3-а;Виконавчий комітет ірпінської міської ради;2143815;False;Загальноосвітня школа №17
UA-2018-09-28-001485-c-L1;UA-2018-09-28-001485-c;Управління освіти Бахмутської міської ради;"""Поточний ремонт дверних блоків харчоблоку Бахмутського навчально-виховного комплексу ""Загальноосвітня школа І-ІІІ ступенів № 11- багатопрофільний ліцей"" Бахмутської міської ради Донецької області розташованої за адресою вул.Миру 22,м.Бахмут,Донецької області""";89654.4;;"""Поточний ремонт дверних блоків харчоблоку Бахмутського навчально-виховного комплексу ""Загальноосвітня школа І-ІІІ ступенів № 11- багатопрофільний ліцей"" Бахмутської міської ради Донецької області розташованої за адресою вул.Миру 22,м.Бахмут,Донецької області""";вул.Миру,22;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;Навчально-виховний комплекс (об'єднання) № 11
UA-2018-09-28-000195-c-L1;UA-2018-09-28-000195-c;Управління освіти Бахмутської міської ради;"Здійснення технічного нагляду.""Будівництво. Система пожежної сигналізації,оповіщення про пожежу та передачі тривожних сповіщень в приміщеннях Бахмутського навчально-виховного комплексу ""Загальноосвітня школа І-ІІІ ступенів № 11-багатопрофільний профільний ліцей"" Бахмутської міської ради  Донецької області розташованої за адресою:вул.Миру,22,м.Бахмут, Донецької області""";21130.8;;"Здійснення технічного нагляду.""Будівництво. Система пожежної сигналізації,оповіщення про пожежу та передачі тривожних сповіщень в приміщеннях Бахмутського навчально-виховного комплексу ""Загальноосвітня школа І-ІІІ ступенів № 11-багатопрофільний профільний ліцей"" Бахмутської міської ради  Донецької області розташованої за адресою:вул.Миру,22,м.Бахмут, Донецької області""";вул.Миру,22;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;Навчально-виховний комплекс (об'єднання) № 11
UA-2018-09-28-000209-c-L1;UA-2018-09-28-000209-c;Управління освіти Бахмутської міської ради;"Здійснення технічного нагляду.""Будівництво. Система пожежної синалізації,оповіщення про пожежу та передачі тривожних сповіщень в приміщеннях Бахмутської загальноосвітньої  школи І-ІІІ ступенів № 12 Бахмутської міської ради Донецької області розташованої за адресою:вул.Леваневського,111,м.Бахмут,Донецької області”";11670;;"Здійснення технічного нагляду.""Будівництво. Система пожежної синалізації,оповіщення про пожежу та передачі тривожних сповіщень в приміщеннях Бахмутської загальноосвітньої  школи І-ІІІ ступенів № 12 Бахмутської міської ради Донецької області розташованої за адресою:вул.Леваневського,111,м.Бахмут,Донецької області”";вул.Леваневського,111;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;Загальноосвітня школа № 12
UA-2018-10-11-001554-b-L1;UA-2018-10-11-001554-b;Управління освіти Бахмутської міської ради;Капітальний ремонт вентиляційної системи харчоблоку Бахмутської загальтноосвітньої школи І-ІІІ ступенів № 12 Бахмутської міської ради Донецької області, розташованого за адресою: м. Бахмут, вул. Леваневського, 111;27371;;Капітальний ремонт вентиляційної системи харчоблоку Бахмутської загальтноосвітньої школи І-ІІІ ступенів № 12 Бахмутської міської ради Донецької області, розташованого за адресою: м. Бахмут, вул. Леваневського, 111;вул. Леваневського,111;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;Загальноосвітня школа № 12
UA-2018-03-23-000226-b-L1;UA-2018-03-23-000226-b;Управління освіти Бахмутської міської ради;Послуги з енергетичного аудиту Бахмутської загальноосвітньої школи І-ІІІ ступенів № 24 з поглибленим вивченням окремих предметів та курсів за адресою: 84502, Донецька обл., м. Бахмут, вул. Леваневського 10 з розробкою енергетичного паспорту;21900;;Послуги з енергетичного аудиту Бахмутської загальноосвітньої школи І-ІІІ ступенів № 24 з поглибленим вивченням окремих предметів та курсів за адресою: 84502, Донецька обл., м. Бахмут, вул. Леваневського 10 з розробкою енергетичного паспорту;вул. Леваневського, 10;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;Загальноосвітня школа № 24
UA-2018-03-20-002758-c-L1;UA-2018-03-20-002758-c;Управління освіти і науки Ірпінської міської ради;поточний ремонт вбиралень СЗШ №12 по вул. З.Алієвої, 64, м.Ірпінь Київська обл.;199000;поточний ремонт вбиралень СЗШ №12 по вул. З.Алієвої, 64, м.Ірпінь Київська обл. (рішення сесії від 01.03.18);поточний ремонт вбиралень СЗШ №12 по вул. З.Алієвої, 64, м.Ірпінь Київська обл.;З. Алієвої, 64;Шевченка, 3-а;Виконавчий комітет ірпінської міської ради;2143815;False;Загальноосвітня школа №12
UA-2018-02-06-000379-c-L1;UA-2018-02-06-000379-c;Управління освіти і науки Ірпінської міської ради;поточний ремонт вбиралень СЗШ №12 по вул. З.Алієвої, 64, м.Ірпінь Київська обл.;199000;поточний ремонт вбиралень СЗШ №12 по вул. З.Алієвої, 64, м.Ірпінь Київська обл.;поточний ремонт вбиралень СЗШ №12 по вул. З.Алієвої, 64, м.Ірпінь Київська обл.;З. Алыэвоъ, 64;Шевченка, 3-а;Виконавчий комітет ірпінської міської ради;2143815;False;Загальноосвітня школа №12
UA-2018-04-02-001986-a-L1;UA-2018-04-02-001986-a;Управління освіти Бахмутської міської ради;роботи по виготовленню проектно-кошторисної документації: «Реконструкція будівлі дошкільного навчального закладу № 10 «Кристалик», розташованою за адресою: Донецька область, м.Бахмут, вул. Свободи, 18а»;330060;;роботи по виготовленню проектно-кошторисної документації: «Реконструкція будівлі дошкільного навчального закладу № 10 «Кристалик», розташованою за адресою: Донецька область, м.Бахмут, вул. Свободи, 18а»;вул. Горбатова, 42;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;ДНЗ № 10
