ИдентификаторЛота;Идентификатор;Организатор;Тендер;СуммаЛота;ОписаниеТендера;Лот;Адрес поставки;АдресОрганизатора;Главный орган;IDOrganizator;Заклад-замовник;Назва закладу
UA-2018-05-08-001415-a-L1;UA-2018-05-08-001415-a;Управління освіти Бахмутської міської ради;Здійснення авторського нагляду за виконанням робіт по об’єкту: «Реконструкція будівлі Бахмутської загальноосвітньої школи І-ІІІ ступенів № 12 Бахмутської міської ради Донецької області, розташованої за адресою: м. Бахмут, вул. Леваневського, 111» (коригування);89262;;Здійснення авторського нагляду за виконанням робіт по об’єкту: «Реконструкція будівлі Бахмутської загальноосвітньої школи І-ІІІ ступенів № 12 Бахмутської міської ради Донецької області, розташованої за адресою: м. Бахмут, вул. Леваневського, 111» (коригування);вул. Леваневського, 111;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;Загальноосвітня школа № 12
UA-2018-05-11-001220-a-L1;UA-2018-05-11-001220-a;Управління освіти Бахмутської міської ради;Здійснення авторського нагляду за виконанням робіт по об’єкту: «Реконструкція будівлі Бахмутського навчально-виховного  комплексу «Загальноосвітня школа І-ІІІ ступенів №11-багатопрофільний ліцей» Бахмутської міської ради Донецької області, розташованого за адресою: м. Бахмут,  вул. Миру, 22» (коригування).;125582.4;;Здійснення авторського нагляду за виконанням робіт по об’єкту: «Реконструкція будівлі Бахмутського навчально-виховного  комплексу «Загальноосвітня школа І-ІІІ ступенів №11-багатопрофільний ліцей» Бахмутської міської ради Донецької області, розташованого за адресою: м. Бахмут,  вул. Миру, 22» (коригування).;вул. Миру, 22;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;Навчально-виховний комплекс (об'єднання) №11
UA-2018-04-24-000772-b-L1;UA-2018-04-24-000772-b;Управління освіти і науки Ірпінської міської ради;Поточний ремонт санвузла 2-го поверху СЗШ №12 по вул. З.Алієвої, 64 у м. Ірпінь, Київської обл.;199000;Поточний ремонт санвузла 2-го поверху СЗШ №12 по вул. З.Алієвої, 64 у м. Ірпінь, Київської обл.;Поточний ремонт санвузла 2-го поверху СЗШ №12 по вул. З.Алієвої, 64 у м. Ірпінь, Київської обл.;З. Алієвої, 64;Шевченка, 3-а;Виконавчий комітет ірпінської міської ради;2143815;False;Загальноосвітня школа №12
UA-2018-04-03-001075-a-L1;UA-2018-04-03-001075-a;Управління освіти Бахмутської міської ради;Проведення експертизи проекту будівництва щодо дотримання вимог до міцності, надійності та довговічності будинків і споруд, їх експлуатаційної безпеки та інженерного забезпечення, санітарного та епідеміологічного благополуччя населення, пожежної безпеки, охорони праці, енергозбереження, а також кошторисної частини проекту будівництва: «Реконструкція будівлі Бахмутської загальноосвітньої школи І-ІІІ ступенів № 18 ім. Дмитра Чернявського Бахмутської міської ради Донецької області, розташованої за адресою: м. Бахмут, вул. Ювілейна, 34»;39325.15;;Проведення експертизи проекту будівництва щодо дотримання вимог до міцності, надійності та довговічності будинків і споруд, їх експлуатаційної безпеки та інженерного забезпечення, санітарного та епідеміологічного благополуччя населення, пожежної безпеки, охорони праці, енергозбереження, а також кошторисної частини проекту будівництва: «Реконструкція будівлі Бахмутської загальноосвітньої школи І-ІІІ ступенів № 18 ім. Дмитра Чернявського Бахмутської міської ради Донецької області, розташованої за адресою: м. Бахмут, вул. Ювілейна, 34»;вул. Горбатова, 42;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;Загальноосвітня школа № 18
UA-2018-05-02-000450-a-L1;UA-2018-05-02-000450-a;Управління освіти Бахмутської міської ради;Проведення експертизи проекту будівництва щодо дотримання вимог до міцності, надійності та довговічності будинків і споруд, їх експлуатаційної безпеки та інженерного забезпечення, санітарного та епідеміологічного благополуччя населення, пожежної безпеки, охорони праці, енергозбереження, а також кошторисної частини проекту будівництва: «Реконструкція будівлі Бахмутської загальноосвітньої школи І-ІІІ ступенів № 18 ім. Дмитра Чернявського Бахмутської міської ради Донецької області, розташованої за адресою: м. Бахмут, вул. Ювілейна, 34»;39325.15;;Проведення експертизи проекту будівництва щодо дотримання вимог до міцності, надійності та довговічності будинків і споруд, їх експлуатаційної безпеки та інженерного забезпечення, санітарного та епідеміологічного благополуччя населення, пожежної безпеки, охорони праці, енергозбереження, а також кошторисної частини проекту будівництва: «Реконструкція будівлі Бахмутської загальноосвітньої школи І-ІІІ ступенів № 18 ім. Дмитра Чернявського Бахмутської міської ради Донецької області, розташованої за адресою: м. Бахмут, вул. Ювілейна, 34»;вул. Горбатова, 42;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;Загальноосвітня школа № 18
UA-2018-05-24-000900-a-L1;UA-2018-05-24-000900-a;Управління освіти і науки Ірпінської міської ради;Розробка проектно-кошторисної документації на об’єкт робіт «капітальний ремонт приміщення їдальні СЗШ№12 по вул. З.Алієвої, 64 м.Ірпінь. Київська обл.»;62500;Розробка проектно-кошторисної документації на об’єкт робіт «капітальний ремонт приміщення їдальні СЗШ№12 по вул. З.Алієвої, 64 м.Ірпінь. Київська обл.»;Розробка проектно-кошторисної документації на об’єкт робіт «капітальний ремонт приміщення їдальні СЗШ№12 по вул. З.Алієвої, 64 м.Ірпінь. Київська обл.»;Шевченка, 3-а;Шевченка, 3-а;Виконавчий комітет ірпінської міської ради;2143815;False;Загальноосвітня школа №12
UA-2018-05-24-000910-a-L1;UA-2018-05-24-000910-a;Управління освіти і науки Ірпінської міської ради;Розробка проектно-кошторисної документації на об’єкт робіт «капітальний ремонт приміщення їдальні СЗШ№1 по вул. Тургенівська, 17 м.Ірпінь. Київська обл.»;40000;Розробка проектно-кошторисної документації на об’єкт робіт «капітальний ремонт приміщення їдальні СЗШ№1 по вул. Тургенівська, 17 м.Ірпінь. Київська обл.»;Розробка проектно-кошторисної документації на об’єкт робіт «капітальний ремонт приміщення їдальні СЗШ№1 по вул. Тургенівська, 17 м.Ірпінь. Київська обл.»;Шевченка, 3-а;Шевченка, 3-а;Виконавчий комітет ірпінської міської ради;2143815;False;Загальноосвітня школа №1
UA-2018-05-24-000861-a-L1;UA-2018-05-24-000861-a;Управління освіти і науки Ірпінської міської ради;Розробка проектно-кошторисної документації на об’єкт робіт «капітальний ремонт приміщення їдальні СЗШ№17 по вул. Тищенка, 10 м.Ірпінь. Київська обл.».;55000;Розробка проектно-кошторисної документації на об’єкт робіт «капітальний ремонт приміщення їдальні СЗШ№17 по вул. Тищенка, 10 м.Ірпінь. Київська обл.».;Розробка проектно-кошторисної документації на об’єкт робіт «капітальний ремонт приміщення їдальні СЗШ№17 по вул. Тищенка, 10 м.Ірпінь. Київська обл.».;Шевченка, 3-а;Шевченка, 3-а;Виконавчий комітет ірпінської міської ради;2143815;False;Загальноосвітня школа №17
UA-2018-12-10-002082-c-L1;UA-2018-12-10-002082-c;Управління освіти Бахмутської міської ради;ДК 021:2015 45450000-6 Інші завершальні будівельні роботи (Капітальний ремонт вентиляційної системи харчоблоку Бахмутської загальноосвітньої школи I-III ступенів №12 Бахмутської міської ради Донецької області, розташованого за адресою: м. Бахмут, вул. Леваневського, 111);450956.4;;ДК 021:2015 45450000-6 Інші завершальні будівельні роботи (Капітальний ремонт вентиляційної системи харчоблоку Бахмутської загальноосвітньої школи I-III ступенів №12 Бахмутської міської ради Донецької області, розташованого за адресою: м. Бахмут, вул. Леваневського, 111);Вул. Леваневського, 111;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;Загальноосвітня школа №12
UA-2018-12-19-002294-c-L1;UA-2018-12-19-002294-c;Управління освіти Бахмутської міської ради;"здійснення технічного нагляду від час виконання робіт "" Капітальний ремонт вентиляційної системи харчоблоку Бахмутської загальноосвітньої школи I-III ступенів №12 Бахмутської міської ради Донецької області, розташованого за адресою: м. Бахмут , вул. Леваневського,111""";6764.35;;"здійснення технічного нагляду від час виконання робіт "" Капітальний ремонт вентиляційної системи харчоблоку Бахмутської загальноосвітньої школи I-III ступенів №12 Бахмутської міської ради Донецької області, розташованого за адресою: м. Бахмут , вул. Леваневського,111""";Вул. Леваневського, 111;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;Загальноосвітня школа №12
UA-2018-12-03-000092-a-L1;UA-2018-12-03-000092-a;Управління освіти і науки Ірпінської міської ради;капітальний ремонт  горища ( з утепленням) загальноосвітньої школи №17 по вул. Тищенка, 10 в м. Ірпінь, Київської обл.;291979.72;капітальний ремонт  горища ( з утепленням) загальноосвітньої школи №17 по вул. Тищенка, 10 в м. Ірпінь, Київської обл.;капітальний ремонт  горища ( з утепленням) загальноосвітньої школи №17 по вул. Тищенка, 10 в м. Ірпінь, Київської обл.;Тищенка, 10;Шевченка, 3-а;Виконавчий комітет ірпінської міської ради;2143815;False;Загальноосвітня школа №17
UA-2018-11-22-002838-c-L1;UA-2018-11-22-002838-c;Управління освіти Бахмутської міської ради;ДК 021:2015 45310000-3 Електромонтажні роботи ( поточний ремонт увідно-розподільчого пристрою (електрощітової) Бахмутської загальноосвітньої школи I-II ступенів №1 Бахмутської міської ради, розташованої по вул.Тургенєва, 1-а у м. Бахмут Донецької області;25024;;ДК 021:2015 45310000-3 Електромонтажні роботи ( поточний ремонт увідно-розподільчого пристрою (електрощітової) Бахмутської загальноосвітньої школи I-II ступенів №1 Бахмутської міської ради, розташованої по вул.Тургенєва, 1-а у м. Бахмут Донецької області;вул. Тургенєва, 1-а;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;Загальноосвітня школа №1
UA-2018-11-26-002618-c-L1;UA-2018-11-26-002618-c;Управління освіти Бахмутської міської ради;"ДК 021:2015 45450000-6 інші завершальні будівельні роботи. (Капітальний ремонт вентиляційної системи харчоблоку Бахмутського навчально-виховного комплексу ""Загальноосвітня школа I-III ступенів № 11 багатопрофільний ліцей"" Бахмутської міської ради Донецької області, розташованого за адресою: м. Бахмут, вул. Миру, 22)";344853.43;;"ДК 021:2015 45450000-6 інші завершальні будівельні роботи. (Капітальний ремонт вентиляційної системи харчоблоку Бахмутського навчально-виховного комплексу ""Загальноосвітня школа I-III ступенів № 11 багатопрофільний ліцей"" Бахмутської міської ради Донецької області, розташованого за адресою: м. Бахмут, вул. Миру, 22)";вул.Миру,22;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;Навчально-виховний комплекс (об'єднання) № 11
UA-2018-11-26-002276-c-L1;UA-2018-11-26-002276-c;Управління освіти Бахмутської міської ради;"ДК 021:2015 71240000-2 Архітектурні, інженерні та планувальні послуги ( здійснення технічного нагляду під час виконання робіт "" Капітальний ремонт вентиляційної системи харчоблоку Бахмутського навчально-виховного комплексу ""Загальноосвітня школа I-III ступенів № 11-багатопрофільний ліцей"" Бахмутської міської ради Донецької області, розташованого за адресою: м. Бахмут, вул. Миру,22";5172.8;;"ДК 021:2015 71240000-2 Архітектурні, інженерні та планувальні послуги ( здійснення технічного нагляду під час виконання робіт "" Капітальний ремонт вентиляційної системи харчоблоку Бахмутського навчально-виховного комплексу ""Загальноосвітня школа I-III ступенів № 11-багатопрофільний ліцей"" Бахмутської міської ради Донецької області, розташованого за адресою: м. Бахмут, вул. Миру,22";вул. Миру, 22;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;Навчально-виховний комплекс (об'єднання) № 11
UA-2018-12-07-003216-c-L1;UA-2018-12-07-003216-c;Управління освіти і науки Ірпінської міської ради;Будівництво інженерно-теплового пункту в СЗШ№17 по вул. Тищенка, 10 м.Ірпінь. Київська обл;238123;Будівництво інженерно-теплового пункту в СЗШ№17 по вул. Тищенка, 10 м.Ірпінь. Київська обл;Будівництво інженерно-теплового пункту в СЗШ№17 по вул. Тищенка, 10 м.Ірпінь. Київська обл;Тищенка, 10;Шевченка, 3-а;Виконавчий комітет ірпінської міської ради;2143815;False;Загальноосвітня школа №17
UA-2019-11-29-000567-b-L1;UA-2019-11-29-000567-b;Управління освіти Бахмутської міської ради;"Технічний нагляд під час виконання робіт ""Капітальний ремонт піддашків над ганками і благоустрій території дошкільного навчального закладу ясла-садку № 47 ""Оленка"", розташованого за адресою: м. Бахмут. вул. Ювілейна, 12""";4286.4;;"Технічний нагляд під час виконання робіт ""Капітальний ремонт піддашків над ганками і благоустрій території дошкільного навчального закладу ясла-садку № 47 ""Оленка"", розташованого за адресою: м. Бахмут. вул. Ювілейна, 12""";вул. Ювілейна,12;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;ДНЗ № 47
UA-2019-11-26-004288-b-L1;UA-2019-11-26-004288-b;Управління освіти Бахмутської міської ради;"Капітальний ремонт піддашків над ганками і благоустрій території дошкільного навчального закладу ясла-садку №47 ""Оленка"", розташованого за адресою: м. Бахмут, вул. Ювілейна,12""";295678.8;;"Капітальний ремонт піддашків над ганками і благоустрій території дошкільного навчального закладу ясла-садку №47 ""Оленка"", розташованого за адресою: м. Бахмут, вул. Ювілейна,12""";вул. Ювілейна,12;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;ДНЗ №47
UA-2019-11-22-003488-b-L1;UA-2019-11-22-003488-b;Управління освіти Бахмутської міської ради;Поточний ремонт внутрішньобудинкової мережі централізованого опалення ДНЗ № 47 за адресою: Донецька обл.,м. Бахмут, вул. Ювілейна, 12;35292.11;;Поточний ремонт внутрішньобудинкової мережі централізованого опалення ДНЗ № 47 за адресою: Донецька обл.,м. Бахмут, вул. Ювілейна, 12;вул. Ювілейна, 12;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;ДНЗ № 47
UA-2019-11-18-000331-b-L1;UA-2019-11-18-000331-b;Управління освіти Бахмутської міської ради;Капітальний ремонт зливової каналізації будівлі Бахмутської загальноосвітньої школи І-ІІІ ступенів № 5 з профільним навчанням Бахмутської міської ради,розташованої за адресою: м. Бахмут, вул. Маріупольська, 2;77190.95;;Капітальний ремонт зливової каналізації будівлі Бахмутської загальноосвітньої школи І-ІІІ ступенів № 5 з профільним навчанням Бахмутської міської ради,розташованої за адресою: м. Бахмут, вул. Маріупольська, 2;вул. Маріупольська,2;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;Загальноосвітня школа № 5
UA-2019-11-15-002442-b-L1;UA-2019-11-15-002442-b;Управління освіти Бахмутської міської ради;Послуги з Сертифікації енергетичної ефективності будівлі Бахмутської загальноосвітньої школи І-ІІІ ступенів № 10 Бахмутської міської ради Донецької області за адресою: м. Бахмут, вул. Гаршина,50;25515;;Послуги з Сертифікації енергетичної ефективності будівлі Бахмутської загальноосвітньої школи І-ІІІ ступенів № 10 Бахмутської міської ради Донецької області за адресою: м. Бахмут, вул. Гаршина,50;вул. Гаршина,50;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;Загальноосвітня школа № 10
UA-2019-11-13-001349-b-L1;UA-2019-11-13-001349-b;Управління освіти Бахмутської міської ради;"Здійснення технічного нагляду під час виконання робіт з ""Капітальний ремонт віконних прорізів і укосів Бахмутської загальноосвітньої школи І-ІІ ступенів № 9 Бахмутської міської ради, розташованої за адресою:вул. Дружби,1, м. Бахмут"" . Додаткові роботи.";1878.88;;"Здійснення технічного нагляду під час виконання робіт з ""Капітальний ремонт віконних прорізів і укосів Бахмутської загальноосвітньої школи І-ІІ ступенів № 9 Бахмутської міської ради, розташованої за адресою:вул. Дружби,1, м. Бахмут"" . Додаткові роботи.";вул. Дружби,1;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;Загальноосвітня школа № 9
UA-2019-04-17-001481-a-L1;UA-2019-04-17-001481-a;Управління освіти Бахмутської міської ради;Проведення експертизи проекту будівництва щодо дотримання вимог до міцності, надійності та довговічності будинків і споруд, їх експлуатаційної безпеки та інженерного забезпечення, санітарного та епідеміологічного благополуччя населення, пожежної безпеки, енергозбереження, а також кошторисної частини по проекту будівництва: “Реконструкція будівлі Бахмутської загальноосвітньої школи І-ІІІ ступенів №12 Бахмутської міської ради Донецької області, розташованої за адресою вул. Леваневського, 111 (додаткові роботи)“;15848.23;;Проведення експертизи проекту будівництва щодо дотримання вимог до міцності, надійності та довговічності будинків і споруд, їх експлуатаційної безпеки та інженерного забезпечення, санітарного та епідеміологічного благополуччя населення, пожежної безпеки, енергозбереження, а також кошторисної частини по проекту будівництва: “Реконструкція будівлі Бахмутської загальноосвітньої школи І-ІІІ ступенів №12 Бахмутської міської ради Донецької області, розташованої за адресою вул. Леваневського, 111 (додаткові роботи)“;вул. Горбатова, 42;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;Загальноосвітня школа №12
UA-2019-07-09-002261-b-L1;UA-2019-07-09-002261-b;Управління освіти Бахмутської міської ради;"Проведення експертизи проекту будівництва щодо дотримання вимог до міцності, надійності та довговічності будинків і споруд, їх експлуатаційної безпеки та інженерного забезпечення, санітарного та епідеміологічного благополуччя населення, пожежної безпеки, енергозбереження, а також кошторисної частини по проекту будівництва: “Реконструкція будівлі Бахмутського навчально-виховного комплексу "" Загальноосвітня школа І-ІІІ ступенів №11-багатопрофільний ліцей ""Бахмутської міської ради Донецької області, розташованої за адресою: м. Бахмут, вул. Миру, 22 (додаткові роботи)“ (джерело фінансування-міський бюджет)";17754.08;;"Проведення експертизи проекту будівництва щодо дотримання вимог до міцності, надійності та довговічності будинків і споруд, їх експлуатаційної безпеки та інженерного забезпечення, санітарного та епідеміологічного благополуччя населення, пожежної безпеки, енергозбереження, а також кошторисної частини по проекту будівництва: “Реконструкція будівлі Бахмутського навчально-виховного комплексу "" Загальноосвітня школа І-ІІІ ступенів №11-багатопрофільний ліцей ""Бахмутської міської ради Донецької області, розташованої за адресою: м. Бахмут, вул. Миру, 22 (додаткові роботи)“ (джерело фінансування-міський бюджет)";вул. Миру, 22;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;Навчально-виховний комплекс (об'єднання) №11
UA-2019-11-07-002856-b-L1;UA-2019-11-07-002856-b;Управління освіти Бахмутської міської ради;"""Капітальний ремонт віконних прорізів і укосів Бахмутської загальноосвітньої школи І-ІІ ступенів №9 Бахмутської міської ради, розташованої за адресою: вул. Дружби,1 м. Бахмут"". Додаткові роботи";142633;;"""Капітальний ремонт віконних прорізів і укосів Бахмутської загальноосвітньої школи І-ІІ ступенів №9 Бахмутської міської ради, розташованої за адресою: вул. Дружби,1 м. Бахмут"". Додаткові роботи";вул. Дружби,1;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;Загальноосвітня школа №9
UA-2019-10-10-000665-b-L1;UA-2019-10-10-000665-b;Управління освіти Бахмутської міської ради;Поточний ремонт вхідної групи Бахмутської загальноосвітньої школи І-ІІ ступенів № 3 Бахмутської міської ради Донецької області, розташованої за адресою: Донецька область, м. Бахмут, вул. Чаплина,1;92461;;Поточний ремонт вхідної групи Бахмутської загальноосвітньої школи І-ІІ ступенів № 3 Бахмутської міської ради Донецької області, розташованої за адресою: Донецька область, м. Бахмут, вул. Чаплина,1;вул. Чаплина,1;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;Загальноосвітня школа № 3
UA-2019-09-20-001632-b-L1;UA-2019-09-20-001632-b;Управління освіти Бахмутської міської ради;Поточний ремонт системи заземлення в будівлі Бахмутської загальноосвітньої школи І-ІІІ ступенів № 18 імені Дмитра Чернявського Бахмутської міської ради Донецької області, розташованої за адресою: м. Бахмут, вул. Ювілейна, 34;17000;;Поточний ремонт системи заземлення в будівлі Бахмутської загальноосвітньої школи І-ІІІ ступенів № 18 імені Дмитра Чернявського Бахмутської міської ради Донецької області, розташованої за адресою: м. Бахмут, вул. Ювілейна, 34;вул. Ювілейна,34;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;Загальноосвітня школа № 18
UA-2019-08-28-001679-a-L1;UA-2019-08-28-001679-a;Управління освіти Бахмутської міської ради;"Технічний нагляд під час виконання робіт ""Капітальний ремонт частини системи опалення основної будівлі Бахмутської загальноосвітньої школи І-ІІІ ступенів №10 Бахмутської міської ради Донецької області, розташованої за адресою: вул. Гаршина, 50, м. Бахмут, Донецька область""";6108.47;;"Технічний нагляд під час виконання робіт ""Капітальний ремонт частини системи опалення основної будівлі Бахмутської загальноосвітньої школи І-ІІІ ступенів №10 Бахмутської міської ради Донецької області, розташованої за адресою: вул. Гаршина, 50, м. Бахмут, Донецька область""";вул. Гаршина,50;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;Загальноосвітня школа №10
UA-2019-08-23-001398-c-L1;UA-2019-08-23-001398-c;Управління освіти Бахмутської міської ради;"""Капітальний ремонт частини системи опалення основної будівлі Бахмутської загальноосвітньої школи І-ІІІ ступенів №10 Бахмутської міської ради Донецької області, розташованої за адресою: вул. Гаршина, 50, м. Бахмут, Донецька область""";482509.2;;"""Капітальний ремонт частини системи опалення основної будівлі Бахмутської загальноосвітньої школи І-ІІІ ступенів №10 Бахмутської міської ради Донецької області, розташованої за адресою: вул. Гаршина, 50, м. Бахмут, Донецька область""";вул. Гаршина,50;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;Загальноосвітня школа №10
UA-2019-08-14-002077-a-L1;UA-2019-08-14-002077-a;Управління освіти Бахмутської міської ради;"""Поточний ремонт внутрішніх дверних прорізів загальноосвітньої школи І-ІІ ступенів №9 Бахмутської міської ради Донецької області, розташованої за адресою: Донецька область, м. Бахмут, вул. Дружби, 1""";23000;;"""Поточний ремонт внутрішніх дверних прорізів загальноосвітньої школи І-ІІ ступенів №9 Бахмутської міської ради Донецької області, розташованої за адресою: Донецька область, м. Бахмут, вул. Дружби, 1""";вул.Дружби,1;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;Загальноосвітня школа №9
UA-2019-08-14-000401-a-L1;UA-2019-08-14-000401-a;Управління освіти Бахмутської міської ради;"Технічний нагляд під час виконання робіт з ""Капітальний ремонт системи опалення в будівлі Бахмутської загальноосвітньої школи І-ІІІ ступенів №7 Бахмутської міської ради Донецької області, розташованої за адресою: м. Бахмут, вул. Ковальська,121""";47082.11;;"Технічний нагляд під час виконання робіт з ""Капітальний ремонт системи опалення в будівлі Бахмутської загальноосвітньої школи І-ІІІ ступенів №7 Бахмутської міської ради Донецької області, розташованої за адресою: м. Бахмут, вул. Ковальська,121""";вул.Ковальська, 121;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;Загальноосвітня школа №7
UA-2019-08-08-002812-b-L1;UA-2019-08-08-002812-b;Управління освіти Бахмутської міської ради;"Технічний нагляд за виконанням робіт по робочому проекту ""Реконструкція будівлі Бахмутської загальноосвітньої школи І-ІІІ ступенів №12 Бахмутської міської ради Донецької області, розташованої за адресою: м. Бахмут, вул. Леваневського, 111"" (додаткові роботи)";104754.11;;"Технічний нагляд за виконанням робіт по робочому проекту ""Реконструкція будівлі Бахмутської загальноосвітньої школи І-ІІІ ступенів №12 Бахмутської міської ради Донецької області, розташованої за адресою: м. Бахмут, вул. Леваневського, 111"" (додаткові роботи)";вул Леваневського,111;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;Загальноосвітня школа №12
UA-2019-07-29-000303-b-L1;UA-2019-07-29-000303-b;Управління освіти Бахмутської міської ради;"Здійснення технічного нагляду з ""Капітальний ремонт покрівлі та зовнішні роботи по будівлі дошкільного навчального закладу ясла-садок №47 ""Оленка"", розташованого за адресою: м. Бахмут, вул. Ювілейна, 12""";30948.66;;"Здійснення технічного нагляду з ""Капітальний ремонт покрівлі та зовнішні роботи по будівлі дошкільного навчального закладу ясла-садок №47 ""Оленка"", розташованого за адресою: м. Бахмут, вул. Ювілейна, 12""";вул. Ювілейна,12;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;ДНЗ №47
UA-2019-07-19-001765-b-L1;UA-2019-07-19-001765-b;Управління освіти Бахмутської міської ради;"""Поточний ремонт підлоги другого поверху коридору загальноосвітньої школи І-ІІ ступенів №9 Бахмутської міської ради Донецької області, розташованої за адресою: Донецька область, м. Бахмут, вул. Дружби,1"" (джерело фінансування-міський бюджет)";190016;;"""Поточний ремонт підлоги другого поверху коридору загальноосвітньої школи І-ІІ ступенів №9 Бахмутської міської ради Донецької області, розташованої за адресою: Донецька область, м. Бахмут, вул. Дружби,1"" (джерело фінансування-міський бюджет)";вул.Дружби,1;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;Загальноосвітня школа №9
UA-2019-07-12-000772-a-L1;UA-2019-07-12-000772-a;Управління освіти Бахмутської міської ради;"Здійснення технічного нагляду під час виконання робіт з ""Капітальний ремонт віконних прорізів і укосів Бахмутської загальноосвітньої школи І-ІІ ступенів №9 Бахмутської міської ради, розташованої за адресою: вул.Дружби,1 м.Бахмут (джерело фінансування- міський бюджет)";16540.8;;"Здійснення технічного нагляду під час виконання робіт з ""Капітальний ремонт віконних прорізів і укосів Бахмутської загальноосвітньої школи І-ІІ ступенів №9 Бахмутської міської ради, розташованої за адресою: вул.Дружби,1 м.Бахмут (джерело фінансування- міський бюджет)";вул.Дружби,1;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;Загальноосвітня школа №9
UA-2019-07-11-001265-b-L1;UA-2019-07-11-001265-b;Управління освіти Бахмутської міської ради;"""Капітальний ремонт віконних прорізів і укосів Бахмутської загальноосвітньої школи І-ІІ ступенів №9 Бахмутської міської ради, розташованої за адресою:  вул. Дружби,1 м.Бахмут""( джерело фінансування-міський  бюджет)";988454;;"""Капітальний ремонт віконних прорізів і укосів Бахмутської загальноосвітньої школи І-ІІ ступенів №9 Бахмутської міської ради, розташованої за адресою:  вул. Дружби,1 м.Бахмут""( джерело фінансування-міський  бюджет)";Дружби,1;вул. Б. Горбатова, 42;Бахмутська міська рада;2142796;False;Загальноосвітня школа №9
