ИдентификаторЛота;Идентификатор;Организатор;Тендер;СуммаЛота;ОписаниеТендера;Лот;Адрес поставки;АдресОрганизатора;Главный орган;IDOrganizator;Заклад-замовник;Назва закладу
UA-2018-10-24-000196-c-L1;UA-2018-10-24-000196-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;Зведення огорож, монтаж поручнів і захисних засобів (поточний ремонт паркану спортивного майданчика Броварської загальноосвітньої школи І-ІІІ ступенів № 5);199914.49;Зведення огорож, монтаж поручнів і захисних засобів (поточний ремонт паркану спортивного майданчика Броварської загальноосвітньої школи І-ІІІ ступенів № 5);Зведення огорож, монтаж поручнів і захисних засобів (поточний ремонт паркану спортивного майданчика Броварської загальноосвітньої школи І-ІІІ ступенів № 5);вул. Київська, 306-а;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-10-23-000992-c-L1;UA-2018-10-23-000992-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Послуги з ремонту і технічного обслуговування охолоджувальних установок (заміна вентилятора димососа системи вентиляції кухонного обладнання в ДНЗ ""Калинка"")";79397.08;"Послуги з ремонту і технічного обслуговування охолоджувальних установок (заміна вентилятора димососа системи вентиляції кухонного обладнання в ДНЗ ""Калинка"")";"Послуги з ремонту і технічного обслуговування охолоджувальних установок (заміна вентилятора димососа системи вентиляції кухонного обладнання в ДНЗ ""Калинка"")";вул. Олімпійська, 5;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-10-23-000994-c-L1;UA-2018-10-23-000994-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;Послуги з ремонту і технічного обслуговування техніки (ЗОШ І-ІІІ ступенів № 3);3989.8;;Послуги з ремонту і технічного обслуговування техніки (ЗОШ І-ІІІ ступенів № 3);вул. Благодатна, 80;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-10-23-001004-c-L1;UA-2018-10-23-001004-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Періодичні спеціалізовані видання (ДНЗ ""Сонечко"")";6900;;"Періодичні спеціалізовані видання (ДНЗ ""Сонечко"")";вул. Короленка, 74;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-10-12-000210-c-L1;UA-2018-10-12-000210-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Послуги з інженерного проектування (проведення проектних робіт по об'єкту: ""Капітальний ремонт мережі зовнішнього освітлення території гімназії ім. С.І.Олійника"")";53580;;"Послуги з інженерного проектування (проведення проектних робіт по об'єкту: ""Капітальний ремонт мережі зовнішнього освітлення території гімназії ім. С.І.Олійника"")";вул. Гагаріна, 18;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-10-12-000375-c-L1;UA-2018-10-12-000375-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Капітальний ремонт і реставрація (капітальний ремонт приміщень ДНЗ ""Віночок"", ясельний корпус)";274860.37;;"Капітальний ремонт і реставрація (капітальний ремонт приміщень ДНЗ ""Віночок"", ясельний корпус)";вул. Благодатна, 130;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-10-16-000300-c-L1;UA-2018-10-16-000300-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Архітектурні, інженерні та планувальні послуги (технічний нагляд за об'єктом: Капітальний ремонт приміщень ДНЗ ""Ялинка"")";5200;"Архітектурні, інженерні та планувальні послуги (технічний нагляд за об'єктом: Капітальний ремонт приміщень ДНЗ ""Ялинка"")";"Архітектурні, інженерні та планувальні послуги (технічний нагляд за об'єктом: Капітальний ремонт приміщень ДНЗ ""Ялинка"")";вул. Білодубравна, 8;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-10-16-000133-c-L1;UA-2018-10-16-000133-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;Капітальний ремонт і реставрація (капітальний ремонт приміщень інклюзивно-ресурсного центру Броварської ЗОШ І-ІІІ ступенів № 3);848664.23;Капітальний ремонт і реставрація (капітальний ремонт приміщень інклюзивно-ресурсного центру Броварської ЗОШ І-ІІІ ступенів № 3);Капітальний ремонт і реставрація (капітальний ремонт приміщень інклюзивно-ресурсного центру Броварської ЗОШ І-ІІІ ступенів № 3);вул. Благодатна, 80;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-10-16-000051-c-L1;UA-2018-10-16-000051-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Капітальний ремонт і реставрація (капітальний ремонт приміщень ДНЗ ""Ялинка"")";446307;"Капітальний ремонт і реставрація (капітальний ремонт приміщень ДНЗ ""Ялинка"")";"Капітальний ремонт і реставрація (капітальний ремонт приміщень ДНЗ ""Ялинка"")";вул. Білодубравна, 8;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-10-11-000564-c-L1;UA-2018-10-11-000564-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;Встановлення воріт (поточний ремонт воріт Броварської ЗОШ І-ІІІ ступенів № 3);22022.54;;Встановлення воріт (поточний ремонт воріт Броварської ЗОШ І-ІІІ ступенів № 3);вул. Благодатна, 80;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-10-10-002496-c-L1;UA-2018-10-10-002496-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Архітектурні, інженерні та планувальні послуги (розробка проектно-кошторисної документації по об'єкту ""Капітальний ремонт приміщень ДНЗ ""Віночок"", ясельний корпус"")";19930.05;;"Архітектурні, інженерні та планувальні послуги (розробка проектно-кошторисної документації по об'єкту ""Капітальний ремонт приміщень ДНЗ ""Віночок"", ясельний корпус"")";вул. Гагаріна, 18;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-10-10-002473-c-L1;UA-2018-10-10-002473-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Архітектурні, інженерні та планувальні послуги (здійснення технічного нагляду за об'єктом ""Капітальний ремонт сантехнічних мереж підвального приміщення ДНЗ ""Джерельце"""")";713;;"Архітектурні, інженерні та планувальні послуги (здійснення технічного нагляду за об'єктом ""Капітальний ремонт сантехнічних мереж підвального приміщення ДНЗ ""Джерельце"""")";вул. Симона Петлюри, 13б;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-10-10-002451-c-L1;UA-2018-10-10-002451-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Архітектурні, інженерні та планувальні послуги (здійснення технічного нагляду по об'єкту: ""Капітальний ремонт внутрішнього дворика ДНЗ ""Джерельце"""")";5391.08;;"Архітектурні, інженерні та планувальні послуги (здійснення технічного нагляду по об'єкту: ""Капітальний ремонт внутрішнього дворика ДНЗ ""Джерельце"""")";вул. Симона Петлюри, 13б;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-10-10-002517-c-L1;UA-2018-10-10-002517-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Архітектурні, інженерні та планувальні послуги (виконання проектних робіт по об'єкту ""Капітальний ремонт елементів благоустрою з облаштуванням водовідведення ДНЗ ""Віночок"""")";9747;;"Архітектурні, інженерні та планувальні послуги (виконання проектних робіт по об'єкту ""Капітальний ремонт елементів благоустрою з облаштуванням водовідведення ДНЗ ""Віночок"""")";вул. Гагаріна, 18;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-08-14-000462-c-L1;UA-2018-08-14-000462-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Періодичні спеціалізовані видання (ДНЗ ""Ялинка"")";6900;"Періодичні спеціалізовані видання (ДНЗ ""Ялинка"")";"Періодичні спеціалізовані видання (ДНЗ ""Ялинка"")";вул. Білодубравна, 8;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-10-10-002412-c-L1;UA-2018-10-10-002412-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Періодичні спеціалізовані видання (ДНЗ ""Ялинка"")";7601.58;;"Періодичні спеціалізовані видання (ДНЗ ""Ялинка"")";вул. Білодубравна, 8;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-10-10-002383-c-L1;UA-2018-10-10-002383-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Архітектурні, інженерні та планувальні послуги (здійснення технічного нагляду за об'єктом ""Капітальний ремонт системи електропостачання ДНЗ ""Віночок"", ясельний корпус)";1342.34;;"Архітектурні, інженерні та планувальні послуги (здійснення технічного нагляду за об'єктом ""Капітальний ремонт системи електропостачання ДНЗ ""Віночок"", ясельний корпус)";вул. Благодатна, 130;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-10-12-000326-c-L1;UA-2018-10-12-000326-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Архітектурні, інженерні та планувальні послуги (здійснення технічного нагляду за об'єктом ""Капітальний ремонт каналізації в підвальній частині ДНЗ ""Ялинка"""")";2800;;"Архітектурні, інженерні та планувальні послуги (здійснення технічного нагляду за об'єктом ""Капітальний ремонт каналізації в підвальній частині ДНЗ ""Ялинка"""")";вул. Білодубравна, 8;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-10-11-000493-c-L1;UA-2018-10-11-000493-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;Радіатори і котли для систем центрального опалення та їх деталі (котел газовий);59000;;Радіатори і котли для систем центрального опалення та їх деталі (котел газовий);вул. Білодубравна, 8;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-10-18-000451-c-L1;UA-2018-10-18-000451-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Архітектурні та супутні послуги (розробка проектно-кошторисної документації по об'єкту: Капітальний ремонт приміщень груп ""Сонечки"" та ""Метелики"" ДНЗ ""Віночок"")";19930.05;"Архітектурні та супутні послуги (розробка проектно-кошторисної документації по об'єкту: Капітальний ремонт приміщень груп ""Сонечки"" та ""Метелики"" ДНЗ ""Віночок"")";"Архітектурні та супутні послуги (розробка проектно-кошторисної документації по об'єкту: Капітальний ремонт приміщень груп ""Сонечки"" та ""Метелики"" ДНЗ ""Віночок"")";вул. Благодатна, 130;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-10-19-000176-c-L1;UA-2018-10-19-000176-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Архітектурні, інженерні та планувальні послуги (технічний нагляд за об'єктом: Капітальний ремонт приміщень ДНЗ ""Віночок"", ясельний корпус)";3214;"Архітектурні, інженерні та планувальні послуги (технічний нагляд за об'єктом: Капітальний ремонт приміщень ДНЗ ""Віночок"", ясельний корпус)";"Архітектурні, інженерні та планувальні послуги (технічний нагляд за об'єктом: Капітальний ремонт приміщень ДНЗ ""Віночок"", ясельний корпус)";вул. Благодатна, 130;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-08-15-000394-c-L1;UA-2018-08-15-000394-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;Навчальні засоби (навчальні засоби для НУШ);422298;Навчальні засоби (навчальні засоби для НУШ);Навчальні засоби (навчальні засоби для НУШ);заклади освіти;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-10-17-000383-c-L1;UA-2018-10-17-000383-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;"Архітектурні, інженерні та планувальні послуги (здійснення технічного нагляду за об'єктом ""Капітальний ремонт спортивної зали Броварської ЗОШ І-ІІІ ступенів № 1)";7578;"Архітектурні, інженерні та планувальні послуги (здійснення технічного нагляду за об'єктом ""Капітальний ремонт спортивної зали Броварської ЗОШ І-ІІІ ступенів № 1)";"Архітектурні, інженерні та планувальні послуги (здійснення технічного нагляду за об'єктом ""Капітальний ремонт спортивної зали Броварської ЗОШ І-ІІІ ступенів № 1)";вул. Київська, 153;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-03-22-001710-b-L1;UA-2018-03-22-001710-b;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;Електромонтажні роботи (заміна світильників люмінесцентних на ЛЕД-панелі в гімназії ім. Степана Олійника);33661.87;Електромонтажні роботи (заміна світильників люмінесцентних на ЛЕД-панелі в гімназії ім. Степана Олійника);Електромонтажні роботи (заміна світильників люмінесцентних на ЛЕД-панелі в гімназії ім. Степана Олійника);вул. Сергія Москаленка, 3;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-03-22-002014-b-L1;UA-2018-03-22-002014-b;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;Інші завершальні будівельні роботи (поточний ремонт приміщення класу № 111 Броварської ЗОШ І-ІІІ ступенів № 3);195652.54;Інші завершальні будівельні роботи (поточний ремонт приміщення класу № 111 Броварської ЗОШ І-ІІІ ступенів № 3);Інші завершальні будівельні роботи (поточний ремонт приміщення класу № 111 Броварської ЗОШ І-ІІІ ступенів № 3);вул. Благодатна, 80;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-03-03-000362-c-L1;UA-2018-03-03-000362-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;Технічне обслуговування дахів (обробка вогнегасним розчином конструкцій Броварської СШ І-ІІІ ступенів № 5);199900;Технічне обслуговування дахів (обробка вогнегасним розчином конструкцій Броварської СШ І-ІІІ ступенів № 5);Технічне обслуговування дахів (обробка вогнегасним розчином конструкцій Броварської СШ І-ІІІ ступенів № 5);вул. Київська, 306-а;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-04-02-000202-c-L1;UA-2018-04-02-000202-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;Послуги з ремонту і технічного обслуговування електричного і механічного устаткування будівель (поточний ремонт електрощитових Броварської ЗОШ І-ІІІ ст. № 3);81328.8;Послуги з ремонту і технічного обслуговування електричного і механічного устаткування будівель (поточний ремонт електрощитових Броварської ЗОШ І-ІІІ ст. № 3);Послуги з ремонту і технічного обслуговування електричного і механічного устаткування будівель (поточний ремонт електрощитових Броварської ЗОШ І-ІІІ ст. № 3);вул. Благодатна, 80;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-03-13-002166-c-L1;UA-2018-03-13-002166-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;Послуги з ремонту і технічного обслуговування протипожежного обладнання (поточний ремонт системи автоматичної пожежної сигналізації та оповіщення про пожежу Броварської загальноосвітньої школи І-ІІІ ступенів № 3);84071.57;Послуги з ремонту і технічного обслуговування протипожежного обладнання (поточний ремонт системи автоматичної пожежної сигналізації та оповіщення про пожежу Броварської загальноосвітньої школи І-ІІІ ступенів № 3);Послуги з ремонту і технічного обслуговування протипожежного обладнання (поточний ремонт системи автоматичної пожежної сигналізації та оповіщення про пожежу Броварської загальноосвітньої школи І-ІІІ ступенів № 3);вул. Благодатна, 80;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
UA-2018-03-13-002438-c-L1;UA-2018-03-13-002438-c;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;Послуги з ремонту і технічного обслуговування протипожежного обладнання (поточний ремонт системи автоматичної пожежної сигналізації та оповіщення про пожежу Броварської загальноосвітньої школи І-ІІІ ступенів № 6);97898.11;Послуги з ремонту і технічного обслуговування протипожежного обладнання (поточний ремонт системи автоматичної пожежної сигналізації та оповіщення про пожежу Броварської загальноосвітньої школи І-ІІІ ступенів № 6);Послуги з ремонту і технічного обслуговування протипожежного обладнання (поточний ремонт системи автоматичної пожежної сигналізації та оповіщення про пожежу Броварської загальноосвітньої школи І-ІІІ ступенів № 6);вул. Герцена, 3;вул. Гагаріна, буд. 18;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ;2143838;True;УПРАВЛІННЯ ОСВІТИ І НАУКИ  БРОВАРСЬКОЇ МІСЬКОЇ РАДИ КИЇВСЬКОЇ ОБЛАСТІ
